timestamp,latitude,longitude,status,alert,maps
2026-06-14 11:39:05.992280,28.65502556176646,77.24626828736764,THEFT DETECTED,Vehicle Theft Suspected,"https://maps.google.com/?q=28.65502556176646,77.24626828736764"
2026-06-14 11:39:11.033405,28.6448002855263,77.25393256043805,THEFT DETECTED,Vehicle Theft Suspected,"https://maps.google.com/?q=28.6448002855263,77.25393256043805"
2026-06-14 11:39:16.089429,28.654842738195725,77.24321692556418,THEFT DETECTED,Vehicle Theft Suspected,"https://maps.google.com/?q=28.654842738195725,77.24321692556418"
2026-06-14 11:39:21.157522,28.64874808673304,77.24569479464799,THEFT DETECTED,Vehicle Theft Suspected,"https://maps.google.com/?q=28.648748086733033,77.24569479464799"
2026-06-14 11:39:28.833950,28.632772446781715,77.22426436133514,THEFT DETECTED,Vehicle Theft Suspected,"https://maps.google.com/?q=28.632772446781715,77.22426436133514"
2026-06-14 11:39:33.937380,28.627574280457143,77.22372058340356,THEFT DETECTED,Vehicle Theft Suspected,"https://maps.google.com/?q=28.627574280457143,77.22372058340356"
2026-06-14 11:39:38.992654,28.63202793896377,77.22517362930606,THEFT DETECTED,Vehicle Theft Suspected,"https://maps.google.com/?q=28.632027938963766,77.22517362930606"
2026-06-14 11:39:44.833535,28.61577309720188,77.21054628619927,SAFE,NONE,"https://maps.google.com/?q=28.615773097201878,77.21054628619927"
2026-06-14 11:39:49.870954,28.614933830946388,77.2073119391667,SAFE,NONE,"https://maps.google.com/?q=28.614933830946388,77.2073119391667"
2026-06-14 11:39:54.907112,28.614618877069127,77.2081559716924,SAFE,NONE,"https://maps.google.com/?q=28.614618877069127,77.2081559716924"
2026-06-14 11:39:59.945152,28.61202608307981,77.21044798874297,SAFE,NONE,"https://maps.google.com/?q=28.612026083079815,77.21044798874297"
2026-06-14 11:40:04.981638,28.61226906335361,77.21018933321135,SAFE,NONE,"https://maps.google.com/?q=28.612269063353615,77.21018933321135"
2026-06-14 11:40:10.018915,28.61436731292183,77.20893134791228,SAFE,NONE,"https://maps.google.com/?q=28.61436731292183,77.20893134791228"
2026-06-14 11:40:15.052759,28.614658410533025,77.20963395607961,SAFE,NONE,"https://maps.google.com/?q=28.614658410533025,77.20963395607961"
2026-06-14 11:40:20.087007,28.61438038688821,77.20798312651802,SAFE,NONE,"https://maps.google.com/?q=28.614380386888215,77.20798312651802"
2026-06-14 11:40:25.125157,28.61308897311661,77.21016314848063,SAFE,NONE,"https://maps.google.com/?q=28.613088973116614,77.21016314848063"
2026-06-14 11:40:30.160755,28.6158351490974,77.20783961445433,SAFE,NONE,"https://maps.google.com/?q=28.615835149097393,77.20783961445433"
